time,G_isyn_dend
27,0.160614205
27.1,0.150030774
27.2,0.116112671
27.3,0.116228703
27.4,0.106996904
27.5,0.109981407
27.6,0.08907809
27.7,0.084982565
27.8,0.097121291
27.9,0.122710614
28,0.090324742
28.1,0.081232107
28.2,0.115606333
28.3,0.120070052
28.4,0.110723696
28.5,0.085770362
28.6,0.087834796
28.7,0.119697013
28.8,0.081562713
28.9,0.07944083
29,0.103458318
29.1,0.104189428
29.2,0.099946772
29.3,0.102745191
29.4,0.085253221
29.5,0.098972091
29.6,0.082075025
29.7,0.107257584
29.8,0.106400873
29.9,0.127306075
30,0.059366974
30.1,0.055059861
30.2,0.097747474
30.3,0.108441456
30.4,0.109472139
30.5,0.088089586
30.6,0.090515709
30.7,0.097681442
30.8,0.084709263
30.9,0.114126716
31,0.087093775
31.1,0.09595104
31.2,0.109592987
31.3,0.117086538
31.4,0.108228846
31.5,0.121671736
31.6,0.107418203
31.7,0.103530995
31.8,0.082753481
31.9,0.085310969
32,0.088127982
32.1,0.107590052
32.2,0.081876067
32.3,0.102892692
32.4,0.068809427
32.5,0.091215226
32.6,0.097221759
32.7,0.056793862
32.8,0.098808964
32.9,0.077653935
33,0.105020846
33.1,0.095399022
33.2,0.081350375
33.3,0.10280338
33.4,0.109974162
33.5,0.123948705
33.6,0.106225457
33.7,0.10959124
33.8,0.104482861
33.9,0.079819292
34,0.099180835
34.1,0.113297049
34.2,0.09256338
34.3,0.080118704
34.4,0.088918523
34.5,0.127724397
34.6,0.102465114
34.7,0.146513771
34.8,0.08821253
34.9,0.130212876
35,0.097802187
35.1,0.114831217
35.2,0.099680606
35.3,0.125929168
35.4,0.150573059
35.5,0.093864124
35.6,0.11822245
35.7,0.110246854
35.8,0.084363918
35.9,0.09776007
36,0.107009859
36.1,0.080404331
36.2,0.110029002
36.3,0.102421385
36.4,0.084525032
36.5,0.076454312
36.6,0.086773821
36.7,0.104179349
36.8,0.120342643
36.9,0.090967295
37,0.098409158
37.1,0.07823327
37.2,0.11924025
37.3,0.096331418
37.4,0.0919676
37.5,0.098706213
37.6,0.074777936
37.7,0.090446748
37.8,0.147344332
37.9,0.108946708
38,0.100807433
38.1,0.085553531
38.2,0.086555048
38.3,0.129990176
38.4,0.126006026
38.5,0.103712415
38.6,0.052554388
38.7,0.112786219
38.8,0.104962609
38.9,0.098114282
39,0.047282575
39.1,0.083693446
39.2,0.066529714
39.3,0.110286994
39.4,0.069520034
39.5,0.085870131
39.6,0.129986789
39.7,0.092832564
39.8,0.087594002
39.9,0.091345092
40,0.099448302
40.1,0.097560077
40.2,0.067425936
40.3,0.092530721
40.4,0.106474966
40.5,0.125778126
40.6,0.114336031
40.7,0.105050861
40.8,0.114755804
40.9,0.148660956
41,0.100304243
41.1,0.092422832
41.2,0.106053367
41.3,0.093891799
41.4,0.122327075
41.5,0.074802241
41.6,0.105386033
41.7,0.121227081
41.8,0.113613447
41.9,0.067969946
42,0.085423146
42.1,0.062461427
42.2,0.078539644
42.3,0.105099269
42.4,0.102121378
42.5,0.10426436
42.6,0.117697475
42.7,0.118584902
42.8,0.096562552
42.9,0.12356068
43,0.080911024
43.1,0.078873521
43.2,0.111370321
43.3,0.106901275
43.4,0.131019586
43.5,0.093963133
43.6,0.088159184
43.7,0.128979297
43.8,0.102227291
43.9,0.103899559
44,0.0991263
44.1,0.118148914
44.2,0.081182793
44.3,0.146043187
44.4,0.103280307
44.5,0.064047367
44.6,0.093931927
44.7,0.091864396
44.8,0.125013669
44.9,0.105354681
45,0.073778171
45.1,0.084458212
45.2,0.108227323
45.3,0.102291003
45.4,0.127150671
45.5,0.088173546
45.6,0.130782504
45.7,0.076827629
45.8,0.119682388
45.9,0.112853734
46,0.123876791
46.1,0.08680745
46.2,0.091441279
46.3,0.130305202
46.4,0.088129162
46.5,0.116329269
46.6,0.069789228
46.7,0.115649659
46.8,0.086776638
46.9,0.091590091
47,0.084274072
47.1,0.102739538
47.2,0.106528457
47.3,0.092241068
47.4,0.090292221
47.5,0.085434961
47.6,0.116247181
47.7,0.102528498
47.8,0.144099911
47.9,0.087374627
48,0.057166643
48.1,0.100183602
48.2,0.089142244
48.3,0.116015203
48.4,0.126077008
48.5,0.095186544
48.6,0.10225028
48.7,0.096697287
48.8,0.121335002
48.9,0.12052451
49,0.081185389
49.1,0.099440285
49.2,0.13311938
49.3,0.098037441
49.4,0.086607288
49.5,0.087111946
49.6,0.096965077
49.7,0.077205296
49.8,0.084320918
49.9,0.095435649
50,0.113031177
50.1,0.120563576
50.2,0.111648607
50.3,0.098596486
50.4,0.12939464
50.5,0.104853773
50.6,0.147873256
50.7,0.130041103
50.8,0.08372805
50.9,0.107459056
51,0.121469591
51.1,0.10265914
51.2,0.08181722
51.3,0.140502916
51.4,0.107767348
51.5,0.102904358
51.6,0.077680399
51.7,0.098213327
51.8,0.113984231
51.9,0.110298012
52,0.080429622
52.1,0.112221672
52.2,0.085598657
52.3,0.119561401
52.4,0.104323712
52.5,0.110872901
52.6,0.102566684
52.7,0.09113912
52.8,0.120168358
52.9,0.11621196
53,0.101555993
53.1,0.082336118
53.2,0.087088012
53.3,0.072794858
53.4,0.137892339
53.5,0.080820373
53.6,0.129351058
53.7,0.076855252
53.8,0.068961478
53.9,0.113969284
54,0.085688946
54.1,0.112675439
54.2,0.130106877
54.3,0.118749878
54.4,0.085455271
54.5,0.106354003
54.6,0.108240859
54.7,0.095483008
54.8,0.101574365
54.9,0.074158844
55,0.11591581
55.1,0.10450648
55.2,0.105070915
55.3,0.110877921
55.4,0.096587542
55.5,0.082430822
55.6,0.07120586
55.7,0.109216499
55.8,0.085163166
55.9,0.124832253
56,0.131232909
56.1,0.080186976
56.2,0.12599829
56.3,0.098891638
56.4,0.095833465
56.5,0.110324121
56.6,0.087794064
56.7,0.062760806
56.8,0.056897323
56.9,0.120797758
57,0.09539711
57.1,0.074373915
57.2,0.097516361
57.3,0.081328786
57.4,0.104220149
57.5,0.10382474
57.6,0.107841689
57.7,0.121969187
57.8,0.093949517
57.9,0.116171779
58,0.104728627
58.1,0.07441013
58.2,0.093699417
58.3,0.093189974
58.4,0.148460791
58.5,0.099537443
58.6,0.081231665
58.7,0.106300724
58.8,0.121940172
58.9,0.107584934
59,0.108135929
59.1,0.102546823
59.2,0.090984916
59.3,0.117344142
59.4,0.12425653
59.5,0.109144798
59.6,0.091594658
59.7,0.101359342
59.8,0.109476755
59.9,0.090728241
60,0.103188225
60.1,0.070392096
60.2,0.084563631
60.3,0.086176331
60.4,0.085464717
60.5,0.098504877
60.6,0.104116038
60.7,0.110338284
60.8,0.103586673
60.9,0.112770011
61,0.083806131
61.1,0.0757888
61.2,0.09234449
61.3,0.094151351
61.4,0.107719429
61.5,0.110824355
61.6,0.076737747
61.7,0.077841302
61.8,0.135210075
61.9,0.084266764
62,0.089678102
62.1,0.117683332
62.2,0.109137326
62.3,0.099749993
62.4,0.093605052
62.5,0.098201121
62.6,0.075759584
62.7,0.088361739
62.8,0.102060329
62.9,0.082658051
63,0.086370415
63.1,0.104627393
63.2,0.111948085
63.3,0.0959371
63.4,0.078313396
63.5,0.107235519
63.6,0.118672565
63.7,0.090093071
63.8,0.088966607
63.9,0.095821227
64,0.127942719
64.1,0.094961948
64.2,0.084619261
64.3,0.098457993
64.4,0.105037514
64.5,0.092892629
64.6,0.078226142
64.7,0.089927227
64.8,0.116825013
64.9,0.074432233
65,0.130155727
65.1,0.1211672
65.2,0.063932549
65.3,0.08016733
65.4,0.118027555
65.5,0.101709759
65.6,0.103490673
65.7,0.113417257
65.8,0.093908339
65.9,0.079313491
66,0.078854994
66.1,0.093699372
66.2,0.074959148
66.3,0.103858835
66.4,0.109980796
66.5,0.092358056
66.6,0.119868484
66.7,0.090948627
66.8,0.089058191
66.9,0.105319378
67,0.100693108
67.1,0.104138741
67.2,0.099431559
67.3,0.117709314
67.4,0.106907423
67.5,0.098327171
67.6,0.113622283
67.7,0.117932959
67.8,0.071353982
67.9,0.123992489
68,0.117053336
68.1,0.123138095
68.2,0.083924617
68.3,0.090163665
68.4,0.098550679
68.5,0.129814677
68.6,0.137784424
68.7,0.106782665
68.8,0.098594767
68.9,0.125737803
69,0.125134223
69.1,0.056578815
69.2,0.088687512
69.3,0.11967099
69.4,0.109730356
69.5,0.112348867
69.6,0.09164708
69.7,0.125590367
69.8,0.085190556
69.9,0.139528573
70,0.072326567
70.1,0.10738695
70.2,0.07123579
70.3,0.076776029
70.4,0.126845502
70.5,0.089919164
70.6,0.120947809
70.7,0.092157254
70.8,0.087234056
70.9,0.082353735
71,0.089496398
71.1,0.10745017
71.2,0.089567217
71.3,0.117155516
71.4,0.098024797
71.5,0.09830465
71.6,0.077435355
71.7,0.114394366
71.8,0.143675502
71.9,0.091311219
72,0.117755542
72.1,0.106700056
72.2,0.103412459
72.3,0.099645612
72.4,0.121128324
72.5,0.116846373
72.6,0.090562332
72.7,0.083759044
72.8,0.115495067
72.9,0.121012587
73,0.066120715
73.1,0.08753797
73.2,0.105104397
73.3,0.094507735
73.4,0.099610685
73.5,0.117488834
73.6,0.114333865
73.7,0.093413228
73.8,0.110494586
73.9,0.070690587
74,0.119196041
74.1,0.089570788
74.2,0.108774406
74.3,0.099949226
74.4,0.074840063
74.5,0.143572517
74.6,0.101414477
74.7,0.121517127
74.8,0.121487859
74.9,0.108838612
75,0.073588484
75.1,0.135622206
75.2,0.086716222
75.3,0.098667556
75.4,0.096345517
75.5,0.090991881
75.6,0.08417965
75.7,0.090641657
75.8,0.089054044
75.9,0.111185732
76,0.10184405
76.1,0.111335428
76.2,0.068366744
76.3,0.092200467
76.4,0.109402591
76.5,0.078579729
76.6,0.099337433
76.7,0.116853769
76.8,0.085269049
76.9,0.080396848
77,0.108104938
77.1,0.088369936
77.2,0.086449335
77.3,0.092258882
77.4,0.101622493
77.5,0.104496133
77.6,0.099459652
77.7,0.085832299
77.8,0.094993994
77.9,0.09145281
78,0.080468184
78.1,0.095412445
78.2,0.089981492
78.3,0.095373815
78.4,0.111033209
78.5,0.137201938
78.6,0.067792391
78.7,0.095421573
78.8,0.116927027
78.9,0.097769819
79,0.089033728
79.1,0.106618161
79.2,0.09151467
79.3,0.102881255
79.4,0.083643225
79.5,0.064001676
79.6,0.096346493
79.7,0.112181864
79.8,0.117074557
79.9,0.114989799
80,0.106234039
80.1,0.108593405
80.2,0.066632844
80.3,0.103506567
80.4,0.087437362
80.5,0.067121378
80.6,0.108489878
80.7,0.088969344
80.8,0.071723905
80.9,0.084370821
81,0.087702676
81.1,0.102180018
81.2,0.131615013
81.3,0.063230501
81.4,0.078861537
81.5,0.112288606
81.6,0.107320146
81.7,0.093048668
81.8,0.099916612
81.9,0.078722214
82,0.087470509
82.1,0.074936986
82.2,0.085799295
82.3,0.107709865
82.4,0.108455051
82.5,0.097234794
82.6,0.117447182
82.7,0.11350352
82.8,0.114628451
82.9,0.122932768
83,0.057795443
83.1,0.117859751
83.2,0.050846337
83.3,0.100503683
83.4,0.098486695
83.5,0.139880574
83.6,0.048577265
83.7,0.117073071
83.8,0.092782472
83.9,0.07821078
84,0.126131809
84.1,0.118614738
84.2,0.096170448
84.3,0.125995184
84.4,0.081656991
84.5,0.100385505
84.6,0.12821562
84.7,0.084171316
84.8,0.11257674
84.9,0.095819235
85,0.116925625
85.1,0.096501767
85.2,0.065973666
85.3,0.133224941
85.4,0.116857816
85.5,0.140543291
85.6,0.091319376
85.7,0.070799685
85.8,0.08842631
85.9,0.150063641
86,0.077712169
86.1,0.111677962
86.2,0.059132807
86.3,0.109158011
86.4,0.066533721
86.5,0.148587363
86.6,0.059887161
86.7,0.075449642
86.8,0.104254347
86.9,0.106048092
87,0.099121851
87.1,0.084167282
87.2,0.099379853
87.3,0.08684416
87.4,0.115728364
87.5,0.082925278
87.6,0.117522796
87.7,0.095846596
87.8,0.105803232
87.9,0.08660783
88,0.087605402
88.1,0.107487165
88.2,0.113004658
88.3,0.079916701
88.4,0.077569124
88.5,0.091336907
88.6,0.104179876
88.7,0.099757031
88.8,0.074213345
88.9,0.089806264
89,0.07712024
89.1,0.103389139
89.2,0.095538039
89.3,0.094549374
89.4,0.10651361
89.5,0.08213849
89.6,0.108391012
89.7,0.092208985
89.8,0.118953024
89.9,0.100155853
90,0.131829096
90.1,0.104003779
90.2,0.090858267
90.3,0.078668249
90.4,0.106056657
90.5,0.095963451
90.6,0.064900763
90.7,0.09385015
90.8,0.092804521
90.9,0.092554553
91,0.08737842
91.1,0.085886544
91.2,0.099222785
91.3,0.130151403
91.4,0.112510017
91.5,0.112238317
91.6,0.086239797
91.7,0.113409177
91.8,0.116304853
91.9,0.108516123
92,0.091695185
92.1,0.132252121
92.2,0.077969742
92.3,0.096441364
92.4,0.073166315
92.5,0.08462171
92.6,0.117113579
92.7,0.101098746
92.8,0.099223489
92.9,0.134693001
93,0.101592425
93.1,0.133207434
93.2,0.078643384
93.3,0.044807192
93.4,0.110410883
93.5,0.093787089
93.6,0.081260953
93.7,0.105022205
93.8,0.108533801
93.9,0.115445165
94,0.08525201
94.1,0.082600729
94.2,0.063569342
94.3,0.105157377
94.4,0.126431377
94.5,0.086240716
94.6,0.114370192
94.7,0.09273479
94.8,0.060587614
94.9,0.121389416
95,0.097379343
95.1,0.121481523
95.2,0.085710086
95.3,0.079146004
95.4,0.108174712
95.5,0.088048631
95.6,0.103908026
95.7,0.090526498
95.8,0.075362429
95.9,0.111749057
96,0.065280281
96.1,0.095254465
96.2,0.079750967
96.3,0.057601942
96.4,0.10282298
96.5,0.114232804
96.6,0.089273471
96.7,0.084404667
96.8,0.095357254
96.9,0.117693461
97,0.107751247
97.1,0.124665414
97.2,0.096918609
97.3,0.074076121
97.4,0.112067871
97.5,0.112938868
97.6,0.102347093
97.7,0.080986265
97.8,0.118040427
97.9,0.097800124
98,0.115100243
98.1,0.118982672
98.2,0.0834338
98.3,0.094460838
98.4,0.099569328
98.5,0.093628838
98.6,0.101844004
98.7,0.122086761
98.8,0.096125728
98.9,0.115850572
99,0.110992313
99.1,0.096694222
99.2,0.08484892
99.3,0.061110449
99.4,0.101570311
99.5,0.078908877
99.6,0.083572813
99.7,0.120250538
99.8,0.119970598
99.9,0.099533005
100,0.095478159
100.1,0.105796656
100.2,0.091164606
100.3,0.085614067
100.4,0.103792212
100.5,0.094352421
100.6,0.098196204
100.7,0.110260276
100.8,0.096056444
100.9,0.09715061
101,0.06514208
101.1,0.096906217
101.2,0.114713378
101.3,0.076586237
101.4,0.103188205
101.5,0.087525074
101.6,0.126265657
101.7,0.069524782
101.8,0.106172581
101.9,0.117701366
102,0.131685108
102.1,0.089878431
102.2,0.118011524
102.3,0.10390939
102.4,0.106819255
102.5,0.077328805
102.6,0.092347386
102.7,0.117412722
102.8,0.085945038
102.9,0.101594667
103,0.101799163
103.1,0.081694884
103.2,0.102890925
103.3,0.079080325
103.4,0.103206259
103.5,0.099684691
103.6,0.113907331
103.7,0.085099515
103.8,0.063673243
103.9,0.079387223
104,0.126150453
104.1,0.117422784
104.2,0.114644148
104.3,0.115025175
104.4,0.113716791
104.5,0.09004249
104.6,0.077463111
104.7,0.096024461
104.8,0.079045615
104.9,0.072483976
105,0.083000049
105.1,0.087586989
105.2,0.094609503
105.3,0.089827777
105.4,0.074610532
105.5,0.072171643
105.6,0.10885414
105.7,0.087137021
105.8,0.096791603
105.9,0.077471055
106,0.071448838
106.1,0.100141273
106.2,0.112327751
106.3,0.115594578
106.4,0.092970966
106.5,0.096172715
106.6,0.0898961
106.7,0.103419423
106.8,0.126856546
106.9,0.05514429
107,0.096096226
107.1,0.114966853
107.2,0.12023818
107.3,0.105266499
107.4,0.103602619
107.5,0.113888274
107.6,0.122954019
107.7,0.090864604
107.8,0.101192544
107.9,0.092812907
108,0.085146065
108.1,0.060020532
108.2,0.10792562
108.3,0.08738894
108.4,0.076437248
108.5,0.092274857
108.6,0.099025759
108.7,0.094672862
108.8,0.076675412
108.9,0.081438128
109,0.114453423
109.1,0.105163111
109.2,0.101281391
109.3,0.100510214
109.4,0.100614497
109.5,0.097196747
109.6,0.116115922
109.7,0.076882673
109.8,0.107298055
109.9,0.082343079
110,0.115316614
110.1,0.120640364
110.2,0.12556198
110.3,0.097050611
110.4,0.10807288
110.5,0.096163522
110.6,0.098720161
110.7,0.130855013
110.8,0.090876275
110.9,0.109140497
111,0.101663402
111.1,0.108596589
111.2,0.089472059
111.3,0.112299909
111.4,0.080899458
111.5,0.078103307
111.6,0.066304712
111.7,0.100249378
111.8,0.090607283
111.9,0.079953304
112,0.109065578
112.1,0.080369971
112.2,0.104914691
112.3,0.134404014
112.4,0.087621633
112.5,0.092616863
112.6,0.1046938
112.7,0.091996269
112.8,0.087843852
112.9,0.145290584
113,0.091452015
113.1,0.087802147
113.2,0.093713351
113.3,0.096751667
113.4,0.091772958
113.5,0.066062696
113.6,0.105874803
113.7,0.122532656
113.8,0.125803511
113.9,0.11042581
114,0.100519998
114.1,0.140508748
114.2,0.096567815
114.3,0.093886733
114.4,0.116041469
114.5,0.101360644
114.6,0.130301895
114.7,0.062221944
114.8,0.116032086
114.9,0.107798859
115,0.121022721
115.1,0.099112518
115.2,0.08750856
115.3,0.103623818
115.4,0.093683207
115.5,0.073976331
115.6,0.114292056
115.7,0.098146269
115.8,0.108861745
115.9,0.133202105
116,0.093643687
116.1,0.11014986
116.2,0.075060988
116.3,0.076230558
116.4,0.12766788
116.5,0.093606692
116.6,0.081446416
116.7,0.046444294
116.8,0.096094977
116.9,0.126006036
117,0.103457415
117.1,0.102191439
117.2,0.10941033
117.3,0.125502033
117.4,0.089539546
117.5,0.109730511
117.6,0.112436686
117.7,0.102189165
117.8,0.106418945
117.9,0.093216573
118,0.108089132
118.1,0.075934945
118.2,0.094736419
118.3,0.096955164
118.4,0.108369947
118.5,0.074943078
118.6,0.104431289
118.7,0.120864338
118.8,0.107422119
118.9,0.089485608
119,0.106740484
119.1,0.11296052
119.2,0.099629225
119.3,0.105338705
119.4,0.103521447
119.5,0.11766325
119.6,0.105714622
119.7,0.119764525
119.8,0.104012023
119.9,0.09452791
120,0.077514009
120.1,0.10211571
120.2,0.09441508
120.3,0.085728213
120.4,0.10632172
120.5,0.073491506
120.6,0.126353001
120.7,0.069271575
120.8,0.106025944
120.9,0.102711578
121,0.075089398
121.1,0.100561886
121.2,0.123076462
121.3,0.096344601
121.4,0.105791462
121.5,0.106446816
121.6,0.110884934
121.7,0.065701902
121.8,0.081496371
121.9,0.10061335
122,0.081428565
122.1,0.097493238
122.2,0.108125625
122.3,0.124982211
122.4,0.078926548
122.5,0.08694386
122.6,0.111279723
122.7,0.086253938
122.8,0.07650772
122.9,0.115200977
123,0.09507082
123.1,0.107109536
123.2,0.115494192
123.3,0.098173645
123.4,0.058517459
123.5,0.079183453
123.6,0.122088778
123.7,0.089531588
123.8,0.088496617
123.9,0.093932152
124,0.122298623
124.1,0.079470311
124.2,0.071537585
124.3,0.121975545
124.4,0.108414217
124.5,0.089987823
124.6,0.091480314
124.7,0.066439522
124.8,0.094949472
124.9,0.119845696
125,0.112267845
125.1,0.107224527
125.2,0.111614941
125.3,0.094408603
125.4,0.072758678
125.5,0.121067213
125.6,0.10594278
125.7,0.107311609
125.8,0.097469709
125.9,0.097753831
126,0.077240644
126.1,0.099111345
126.2,0.115003588
126.3,0.122302712
126.4,0.067999527
126.5,0.103682949
126.6,0.172000901
126.7,0.113770084
126.8,0.078267105
126.9,0.11560937
127,0.121240192
127.1,0.112804199
127.2,0.113068629
127.3,0.12099952
127.4,0.114171264
127.5,0.130167546
127.6,0.15032354
127.7,0.09782864
127.8,0.107580121
127.9,0.061253705
128,0.079217593
128.1,0.109540003
128.2,0.104288352
128.3,0.093141946
128.4,0.09692523
128.5,0.08219786
128.6,0.111153046
128.7,0.081175663
128.8,0.110844321
128.9,0.093417032
129,0.081368931
129.1,0.097013433
129.2,0.124159056
129.3,0.074868725
129.4,0.076569734
129.5,0.103454672
129.6,0.083078189
129.7,0.10765244
129.8,0.132361903
129.9,0.114769701
130,0.096417407
130.1,0.109642478
130.2,0.079240387
130.3,0.093036232
130.4,0.082903417
130.5,0.091913237
130.6,0.102499824
130.7,0.133129865
130.8,0.093391225
130.9,0.085087606
131,0.087351497
131.1,0.098537757
131.2,0.0939532
131.3,0.082129816
131.4,0.097003431
131.5,0.095363502
131.6,0.132485585
131.7,0.109178911
131.8,0.083006427
131.9,0.069075798
132,0.088589923
132.1,0.072462574
132.2,0.095017199
132.3,0.10501232
132.4,0.097529625
132.5,0.091376381
132.6,0.111149717
132.7,0.089809776
132.8,0.078878912
132.9,0.118071494
133,0.104576995
133.1,0.119322916
133.2,0.066977523
133.3,0.119515273
133.4,0.112537757
133.5,0.093398142
133.6,0.101529689
133.7,0.094960196
133.8,0.120944226
133.9,0.106208968
134,0.071775239
134.1,0.07534457
134.2,0.109402727
134.3,0.121361972
134.4,0.104746541
134.5,0.099108597
134.6,0.090172287
134.7,0.092750261
134.8,0.094890744
134.9,0.0824571
135,0.126466848
135.1,0.112137604
135.2,0.110725139
135.3,0.112898932
135.4,0.121437146
135.5,0.101920138
135.6,0.069148954
135.7,0.142535102
135.8,0.114273918
135.9,0.100720605
136,0.120406838
136.1,0.12656199
136.2,0.08656461
136.3,0.083961906
136.4,0.090732735
136.5,0.089930047
136.6,0.120035907
136.7,0.084918677
136.8,0.116557152
136.9,0.121895366
137,0.093172416
137.1,0.121610606
137.2,0.116347233
137.3,0.085416192
137.4,0.088400135
137.5,0.097405633
137.6,0.09489017
137.7,0.119054126
137.8,0.106385557
137.9,0.098077235
138,0.101089934
138.1,0.114747096
138.2,0.102278
138.3,0.087457688
138.4,0.090873578
138.5,0.082858276
138.6,0.137975129
138.7,0.097610355
138.8,0.087355871
138.9,0.087216097
139,0.088082621
139.1,0.07271115
139.2,0.082871385
139.3,0.081470123
139.4,0.115964721
139.5,0.134140085
139.6,0.087545273
139.7,0.126168937
139.8,0.106575026
139.9,0.088936725
140,0.140046378
140.1,0.103982245
140.2,0.103282146
140.3,0.10996434
140.4,0.074077823
140.5,0.081348229
140.6,0.087605668
140.7,0.073236756
140.8,0.069541178
140.9,0.104550213
141,0.082930003
141.1,0.131597444
141.2,0.133701471
141.3,0.082323946
141.4,0.101002784
141.5,0.113863137
141.6,0.103996259
141.7,0.084832464
141.8,0.124028379
141.9,0.104516821
142,0.086332517
142.1,0.106569624
142.2,0.099106835
142.3,0.082127608
142.4,0.068297492
142.5,0.097327249
